language,gloss,form,ipa_tokens,cogid,is_loan,reason
Uzbek,diligent,iʃt͡ʃan,i ʃ tʃ a n,,False,
Uzbek,stingy,qurumsɒq,q u r u m s ɒ q,,False,
Uzbek,clever,ɒqil,ɒ q i l,,False,
Uzbek,skilful,æpt͡ʃil,æ p tʃ i l,,False,
Uzbek,dear,aziz,a z i z,,False,
Uzbek,merry,t͡ʃaqt͡ʃaq,tʃ a q tʃ a q,,False,
Uzbek,gentle,asta,a s t a,,False,
Uzbek,hungry,ɒt͡ʃ,ɒ tʃ,,False,
Uzbek,"sick, ill",kasal,k a s a l,,False,
Uzbek,naked,jalaŋ,j a l a ŋ,,False,
Uzbek,sad,χafa,χ a f a,,True,phon_strong:ar_pe_f
Uzbek,living,hajɒtij,h a j ɒ t i j,,True,phon_strong:ar_pe_h
Uzbek,good,sɒz,s ɒ z,,False,
Uzbek,bad,jɒmɒn,j ɒ m ɒ n,,False,
Uzbek,correct,rɒst,r ɒ s t,,False,
Uzbek,"nasty, dire",jɒwuz,j ɒ w u z,,False,
Uzbek,true,haqiqij,h a q i q i j,,True,phon_strong:ar_pe_h
Uzbek,old,æski,æ s k i,,False,
Uzbek,new,jaŋi,j a ŋ i,,False,
Uzbek,former,sɒbiq,s ɒ b i q,,False,
Uzbek,"aged, old",qari,q a r i,,False,
Uzbek,young,nawqirɒn,n a w q i r ɒ n,,False,
Uzbek,poor,abɡɒr,a b g ɒ r,,False,
Uzbek,rich,bɒj,b ɒ j,,False,
Uzbek,familiar,maʔlum,m a ʔ l u m,,True,phon_strong:ar_glottal
Uzbek,famous,maʃhur,m a ʃ h u r,,True,phon_strong:ar_pe_h
Uzbek,foreign,jɒt,j ɒ t,,False,
Uzbek,different,turli,t u r l i,,False,
Uzbek,near,jaqindaɡi,j a q i n d a g i,,False,
Uzbek,far,uzɒq,u z ɒ q,,False,
Uzbek,left,sol,s o l,,False,
Uzbek,right,oŋ,o ŋ,,False,
Uzbek,other,bɒʃqa,b ɒ ʃ q a,,False,
Uzbek,first,birint͡ʃi,b i r i n tʃ i,,False,
Uzbek,second,ikːint͡ʃi,i kː i n tʃ i,,False,
Uzbek,third,ut͡ʃint͡ʃi,u tʃ i n tʃ i,,False,
Uzbek,last,ɒχirɡi,ɒ χ i r g i,,False,
Uzbek,alone,ozit͡ʃa,o z i tʃ a,,False,
Uzbek,at once,warakaj,w a r a k a j,,False,
Uzbek,together,barɒbar,b a r ɒ b a r,,False,
Uzbek,suddenly,qoqːisdan,q o qː i s d a n,,False,
Uzbek,instantly,darːɒw,d a rː ɒ w,,False,
Uzbek,later,soŋra,s o ŋ r a,,False,
Uzbek,now,hɒzirɡina,h ɒ z i r g i n a,,True,phon_strong:ar_pe_h
Uzbek,today,buɡun,b u g u n,,False,
Uzbek,tomorrow,ærta,æ r t a,,False,
Uzbek,soon,tɒz,t ɒ z,,False,
Uzbek,then,kɛjin,k ɛ j i n,,False,
Uzbek,yesterday,kɛt͡ʃa,k ɛ tʃ a,,False,
Uzbek,once,awːalːari,a wː a lː a r i,,False,
Uzbek,at that time,uɡal,u g a l,,False,
Uzbek,afterwards,soŋra,s o ŋ r a,,False,
Uzbek,before,awːal,a wː a l,,False,
Uzbek,at first,awːal,a wː a l,,False,
Uzbek,once,bir_marta,b i r + m a r t a,,False,
Uzbek,sometimes,ɒndasɒnda,ɒ n d a s ɒ n d a,,False,
Uzbek,often,tɛztɛz,t ɛ z t ɛ z,,False,
Uzbek,always,har_waqt,h a r + w a q t,,True,phon_strong:ar_pe_h
Uzbek,never,harɡiz,h a r g i z,,True,phon_strong:ar_pe_h
Uzbek,here,ʃu_ɛrda,ʃ u + ɛ r d a,,False,
Uzbek,hither,bɛri,b ɛ r i,,False,
Uzbek,hence,ʃu_ɛrdan,ʃ u + ɛ r d a n,,False,
Uzbek,there,ana,a n a,,False,
Uzbek,thither,u_jɛrɡa,u + j ɛ r g a,,False,
Uzbek,ahead,toɣri,t o ɣ r i,,False,
Uzbek,forward,ilɡari,i l g a r i,,False,
Uzbek,backward,qɒlɒq,q ɒ l ɒ q,,False,
Uzbek,back,ɒrqada,ɒ r q a d a,,False,
Uzbek,below,pastda,p a s t d a,,False,
Uzbek,down,tubaŋa,t u b a ŋ a,,False,
Uzbek,above,ustida,u s t i d a,,False,
Uzbek,up,juqɒrida,j u q ɒ r i d a,,False,
Uzbek,everywhere,har_ɛrda,h a r + ɛ r d a,,True,phon_strong:ar_pe_h
Uzbek,a little,birɒz,b i r ɒ z,,False,
Uzbek,hardly,araŋ,a r a ŋ,,False,
Uzbek,very,ant͡ʃa,a n tʃ a,,False,
Uzbek,so,ʃundaj,ʃ u n d a j,,False,
Uzbek,still,hali,h a l i,,True,phon_strong:ar_pe_h
Uzbek,only,jɒlɣiz,j ɒ l ɣ i z,,False,
Uzbek,already,ɛndi,ɛ n d i,,False,
Uzbek,again,jana,j a n a,,False,
Uzbek,in vain,bɛkɒrɡa,b ɛ k ɒ r g a,,False,
Uzbek,in front of,burun,b u r u n,,False,
Uzbek,behind,kɛtida,k ɛ t i d a,,False,
Uzbek,under,ɒstida,ɒ s t i d a,,False,
Uzbek,through,bojlab,b o j l a b,,False,
Uzbek,next to,jɒnida,j ɒ n i d a,,False,
Uzbek,between,ɒrada,ɒ r a d a,,False,
Uzbek,because of,sababli,s a b a b l i,,False,
Uzbek,everything,har_nima,h a r + n i m a,,True,phon_strong:ar_pe_h
Uzbek,thou,sɛn,s ɛ n,,False,
Uzbek,he,u,u,,False,
Uzbek,you,siz,s i z,,False,
Uzbek,they,ular,u l a r,,False,
Uzbek,where,qaɛrda,q a ɛ r d a,,False,
Uzbek,where to,qajɛrɡa,q a j ɛ r g a,,False,
Uzbek,how,qandaj,q a n d a j,,False,
Uzbek,why,nɛɡa,n ɛ g a,,False,
Uzbek,how much,qant͡ʃa,q a n tʃ a,,False,
Uzbek,three,ut͡ʃ,u tʃ,,False,
Uzbek,four,tort,t o r t,,False,
Uzbek,five,bɛʃ,b ɛ ʃ,,False,
Uzbek,six,ɒlti,ɒ l t i,,False,
Uzbek,seven,ɛtːi,ɛ tː i,,False,
Uzbek,eight,sakːiz,s a kː i z,,False,
Uzbek,nine,toqːiz,t o qː i z,,False,
Uzbek,ten,on,o n,,False,
Uzbek,and,wa,w a,,False,
Uzbek,or,jɒ,j ɒ,,False,
Uzbek,stand,turmɒq,t u r m ɒ q,,False,
Uzbek,sit,otirmɒq,o t i r m ɒ q,,False,
Uzbek,lie,jɒtmɒq,j ɒ t m ɒ q,,False,
Uzbek,hang,ɒsilmɒq,ɒ s i l m ɒ q,,False,
Uzbek,become,bolmɒq,b o l m ɒ q,,False,
Uzbek,happen,bolib_otmɒq,b o l i b + o t m ɒ q,,False,
Uzbek,begin,bɒʃlanmɒq,b ɒ ʃ l a n m ɒ q,,False,
Uzbek,end,bitmɒq,b i t m ɒ q,,False,
Uzbek,change,ozɡarmɒq,o z g a r m ɒ q,,False,
Uzbek,rise,t͡ʃiqmɒq,tʃ i q m ɒ q,,False,
Uzbek,set,bɒtmɒq,b ɒ t m ɒ q,,False,
Uzbek,shine,jaraqlamɒq,j a r a q l a m ɒ q,,False,
Uzbek,thunder,ɡulduramɒq,g u l d u r a m ɒ q,,False,
Uzbek,blow,ɛlpimɒq,ɛ l p i m ɒ q,,False,
Uzbek,stream,ɒqmɒq,ɒ q m ɒ q,,False,
Uzbek,flow,ɒqmɒq,ɒ q m ɒ q,,False,
Uzbek,revolve,ajlanmɒq,a j l a n m ɒ q,,False,
Uzbek,sway,qɒqilmɒq,q ɒ q i l m ɒ q,,False,
Uzbek,swing,lɒpilːamɒq,l ɒ p i lː a m ɒ q,,False,
Uzbek,fall,tuʃmɒq,t u ʃ m ɒ q,,False,
Uzbek,burn,jɒnmɒq,j ɒ n m ɒ q,,False,
Uzbek,smoke,tutamɒq,t u t a m ɒ q,,False,
Uzbek,rain,jɒmɣir_jɒɣmɒq,j ɒ m ɣ i r + j ɒ ɣ m ɒ q,,False,
Uzbek,freeze,muzlamɒq,m u z l a m ɒ q,,False,
Uzbek,thaw,ærimɒq,æ r i m ɒ q,,False,
Uzbek,melt,ærimɒq,æ r i m ɒ q,,False,
Uzbek,dry,qurimɒq,q u r i m ɒ q,,False,
