language,gloss,form,ipa_tokens,cogid,cogid_source,savelyev_cogid,lexstat_cogid,conflict
Chuvash,body,yt,y t,,northeuralex,,,
Chuvash,body,yt-ˈpy,y t p y,,northeuralex,,,
Chuvash,vein,ˈʋɛna,ʋ ɛ n a,,northeuralex,,,
Chuvash,sinew,ˈʂənər,ʂ ə n ə r,,northeuralex,,,
Chuvash,brain,miˈmɛ,m i m ɛ,,northeuralex,,,
Chuvash,heart,t͡ɕɘˈrɛ,tɕ ɘ r ɛ,,northeuralex,,,
Chuvash,stomach,ˈχɯrəmləχ,χ ɯ r ə m l ə χ,,northeuralex,,,
Chuvash,liver,pɘˈʋɛr,p ɘ ʋ ɛ r,,northeuralex,,,
Chuvash,breath,sɯʋˈlaʋ,s ɯ ʋ l a ʋ,,northeuralex,,,
Chuvash,hunger,ˈʋɯɕləχ,ʋ ɯ ɕ l ə χ,,northeuralex,,,
Chuvash,tear,kuˈɕulʲ,k u ɕ u lʲ,,northeuralex,,,
Chuvash,flavour,ˈtɛχɘm,t ɛ χ ɘ m,,northeuralex,,,
Chuvash,odour,ˈʂərʂ̬ə,ʂ ə r ʂ ə,,northeuralex,,,
Chuvash,sleep,ˈɯjχə,ɯ j χ ə,,northeuralex,,,
Chuvash,dream,ˈtɘlɘk,t ɘ l ɘ k,,northeuralex,,,
Chuvash,sky,ˈpɘlɘt,p ɘ l ɘ t,,northeuralex,,,
Chuvash,sun,χɘˈʋɛl,χ ɘ ʋ ɛ l,,northeuralex,,,
Chuvash,moon,ˈujəχ,u j ə χ,,northeuralex,,,
Chuvash,star,ˈɕəlt̬ər,ɕ ə l t ə r,,northeuralex,,,
Chuvash,air,ˈsɯʋləʂ,s ɯ ʋ l ə ʂ,,northeuralex,,,
Chuvash,wind,ɕil,ɕ i l,,northeuralex,,,
Chuvash,wave,χum,χ u m,,northeuralex,,,
Chuvash,water,ʂɯʋ,ʂ ɯ ʋ,,northeuralex,,,
Chuvash,water,ʂɯʋ-ˈʂur,ʂ ɯ ʋ ʂ u r,,northeuralex,,,
Chuvash,stone,t͡ɕul,tɕ u l,,northeuralex,,,
Chuvash,ground,təpˈra,t ə p r a,,northeuralex,,,
Chuvash,earth,ɕɘr,ɕ ɘ r,,northeuralex,,,
Chuvash,dust,tuˈs̬an,t u s a n,,northeuralex,,,
Chuvash,smoke,ˈtɘtɘm,t ɘ t ɘ m,,northeuralex,,,
Chuvash,spark,χɘm,χ ɘ m,,northeuralex,,,
Chuvash,fire,ʋut,ʋ u t,,northeuralex,,,
Chuvash,fire,ˈɕuləm,ɕ u l ə m,,northeuralex,,,
Chuvash,light,ˈɕutə,ɕ u t ə,,northeuralex,,,
Chuvash,shadow,ˈsulχən,s u l χ ə n,,northeuralex,,,
Chuvash,weather,ɕanˈt̬alək,ɕ a n t a l ə k,,northeuralex,,,
Chuvash,fog,tɘtˈrɛ,t ɘ t r ɛ,,northeuralex,,,
Chuvash,cloud,ˈpɘlɘt,p ɘ l ɘ t,,northeuralex,,,
Chuvash,rain,ˈɕumər,ɕ u m ə r,,northeuralex,,,
Chuvash,snow,jur,j u r,,northeuralex,,,
Chuvash,ice,pər,p ə r,,northeuralex,,,
Chuvash,frost,ˈsiʋɘ,s i ʋ ɘ,,northeuralex,,,
Chuvash,chill,ˈsiʋɘ,s i ʋ ɘ,,northeuralex,,,
Chuvash,heat,ʋɘˈri,ʋ ɘ r i,,northeuralex,,,
Chuvash,heat,ˈʂərəχ,ʂ ə r ə χ,,northeuralex,,,
Chuvash,hoarfrost,pas,p a s,,northeuralex,,,
Chuvash,rainbow,as̬aˈmat_kɘˈp̬ɛrɘ,a s a m a t + k ɘ p ɛ r ɘ,,northeuralex,,,
Chuvash,thunder,aslaˈt̬i,a s l a t i,,northeuralex,,,
Chuvash,current,juχə,j u χ ə,,northeuralex,,,
Chuvash,drop,tumˈlam,t u m l a m,,northeuralex,,,
Chuvash,foam,ˈkəpək,k ə p ə k,,northeuralex,,,
Chuvash,dirt,ˈpɯlt̬͡ɕək,p ɯ l tɕ ə k,,northeuralex,,,
Chuvash,lake,ˈkylɘ,k y l ɘ,,northeuralex,,,
Chuvash,swamp,ʂur,ʂ u r,,northeuralex,,,
Chuvash,swamp,ˈʂurləχ,ʂ u r l ə χ,,northeuralex,,,
Chuvash,moor,torflə_ʂurləχ,t o r f l ə + ʂ u r l ə χ,,northeuralex,,,
Chuvash,meadow,ˈuləχ,u l ə χ,,northeuralex,,,
Chuvash,meadow,ɕaˈran,ɕ a r a n,,northeuralex,,,
Chuvash,forest,ʋərˈman,ʋ ə r m a n,,northeuralex,,,
Chuvash,hill,sərt̬,s ə r t,,northeuralex,,,
Chuvash,hill,tɘmɛsˈkɛ,t ɘ m ɛ s k ɛ,,northeuralex,,,
Chuvash,elevation,sərt̬,s ə r t,,northeuralex,,,
Chuvash,mountain,tu,t u,,northeuralex,,,
Chuvash,summit,tyˈp̬ɛ,t y p ɛ,,northeuralex,,,
Chuvash,cave,ɕɘr_ˈχəʋəlɘ,ɕ ɘ r + χ ə ʋ ə l ɘ,,northeuralex,,,
Chuvash,slope,təʋajˈki,t ə ʋ a j k i,,northeuralex,,,
Chuvash,source,ɕəl_kuɕ,ɕ ə l + k u ɕ,,northeuralex,,,
Chuvash,brook,ˈpɘt͡ɕɘk_ʂɯʋ,p ɘ tɕ ɘ k + ʂ ɯ ʋ,,northeuralex,,,
Chuvash,river,juˈχan_ʂɯʋ,j u χ a n + ʂ ɯ ʋ,,northeuralex,,,
Chuvash,shore,ɕɯˈran,ɕ ɯ r a n,,northeuralex,,,
Chuvash,coast,tinɘs_ɕɯranɘ,t i n ɘ s + ɕ ɯ r a n ɘ,,northeuralex,,,
Chuvash,land,tip_ɕɘr,t i p + ɕ ɘ r,,northeuralex,,,
Chuvash,sea,ˈtinɘs,t i n ɘ s,,northeuralex,,,
Chuvash,"cove, bay",tinɘs_kuk̬ərɘ,t i n ɘ s + k u k ə r ɘ,,northeuralex,,,
Chuvash,island,utˈraʋ,u t r a ʋ,,northeuralex,,,
Chuvash,flower,t͡ɕɛˈt͡ɕ̬ɛk,tɕ ɛ tɕ ɛ k,,northeuralex,,,
Chuvash,grass,ˈkurək,k u r ə k,,northeuralex,,,
Chuvash,trunk,ˈʋulə,ʋ u l ə,,northeuralex,,,
Chuvash,limb,tuˈrat,t u r a t,,northeuralex,,,
Chuvash,twig,tuˈrat,t u r a t,,northeuralex,,,
Chuvash,birch,ˈχurən,χ u r ə n,,northeuralex,,,
Chuvash,pine,χɯr,χ ɯ r,,northeuralex,,,
Chuvash,willow,χəˈʋa,χ ə ʋ a,,northeuralex,,,
Chuvash,fir,ˈt͡ɕərəʂ,tɕ ə r ə ʂ,,northeuralex,,,
Chuvash,fur,ɕəm,ɕ ə m,,northeuralex,,,
Chuvash,wing,ɕuˈnat,ɕ u n a t,,northeuralex,,,
Chuvash,claw,t͡ɕɘrˈnɛ,tɕ ɘ r n ɛ,,northeuralex,,,
Chuvash,paw,uˈra,u r a,,northeuralex,,,
Chuvash,nest,jəˈʋa,j ə ʋ a,,northeuralex,,,
Chuvash,lair,ˈjɘnɘ,j ɘ n ɘ,,northeuralex,,,
Chuvash,animal,ˈʋɯlʲəχ,ʋ ɯ lʲ ə χ,,northeuralex,,,
Chuvash,flock,kɘˈt̬y,k ɘ t y,,northeuralex,,,
Chuvash,cow,ɘˈnɛ,ɘ n ɛ,,northeuralex,,,
Chuvash,bull,ˈʋəkər,ʋ ə k ə r,,northeuralex,,,
Chuvash,horse,laˈʂ̬a,l a ʂ a,,northeuralex,,,
Chuvash,sheep,ˈsurəχ,s u r ə χ,,northeuralex,,,
Chuvash,pig,sɯsˈna,s ɯ s n a,,northeuralex,,,
Chuvash,cat,kuˈʂ̬ak,k u ʂ a k,,northeuralex,,,
Chuvash,bear,uˈp̬a,u p a,,northeuralex,,,
Chuvash,squirrel,pakˈʂa,p a k ʂ a,,northeuralex,,,
Chuvash,elk,pəˈʂ̬i,p ə ʂ i,,northeuralex,,,
Chuvash,fox,ˈtilɘ,t i l ɘ,,northeuralex,,,
Chuvash,hare,kuˈjan,k u j a n,,northeuralex,,,
Chuvash,hare,mulˈk̬at͡ɕ,m u l k a tɕ,,northeuralex,,,
Chuvash,mouse,ʂəʂ̬i,ʂ ə ʂ i,,northeuralex,,,
Chuvash,wolf,ˈkaʂkər,k a ʂ k ə r,,northeuralex,,,
Chuvash,swarm,ˈuʂkən,u ʂ k ə n,,northeuralex,,,
Chuvash,chicken,t͡ɕəχ,tɕ ə χ,,northeuralex,,,
Chuvash,chicken,ˈt͡ɕəχə,tɕ ə χ ə,,northeuralex,,,
Chuvash,cock,aʋˈt̬an,a ʋ t a n,,northeuralex,,,
Chuvash,goose,χur,χ u r,,northeuralex,,,
Chuvash,eagle,ˈəmərt̬_ˈkajək,ə m ə r t + k a j ə k,,northeuralex,,,
Chuvash,duck,kəʋaˈk̬al,k ə ʋ a k a l,,northeuralex,,,
Chuvash,owl,təmaˈna,t ə m a n a,,northeuralex,,,
Chuvash,crane,tərˈna,t ə r n a,,northeuralex,,,
Chuvash,crow,uˈla_kuˈrak,u l a + k u r a k,,northeuralex,,,
Chuvash,cuckoo,kuˈkuk,k u k u k,,northeuralex,,,
Chuvash,swan,ˈakəʂ,a k ə ʂ,,northeuralex,,,
Chuvash,perch,uˈlank̬ə,u l a n k ə,,northeuralex,,,
Chuvash,pike,ɕərˈtan,ɕ ə r t a n,,northeuralex,,,
Chuvash,snake,ɕɘˈlɛn,ɕ ɘ l ɛ n,,northeuralex,,,
Chuvash,worm,əˈman,ə m a n,,northeuralex,,,
Chuvash,spider,erɛʂˈmɛn,e r ɛ ʂ m ɛ n,,northeuralex,,,
Chuvash,ant,ˈkətkə,k ə t k ə,,northeuralex,,,
Chuvash,gnat,ˈʋərəm_tuˈna,ʋ ə r ə m + t u n a,,northeuralex,,,
Chuvash,fly,ʂəˈna,ʂ ə n a,,northeuralex,,,
Chuvash,butterfly,ˈlɘpɘʂ,l ɘ p ɘ ʂ,,northeuralex,,,
Chuvash,berry,ɕɯrˈla,ɕ ɯ r l a,,northeuralex,,,
Chuvash,apple,ulˈma,u l m a,,northeuralex,,,
Chuvash,apple,pan_ulˈmi,p a n + u l m i,,northeuralex,,,
Chuvash,mushroom,kəmˈp̬a,k ə m p a,,northeuralex,,,
Chuvash,onion,suˈχan,s u χ a n,,northeuralex,,,
Chuvash,grain,ˈtɘʂɘ,t ɘ ʂ ɘ,,northeuralex,,,
Chuvash,grain,ˈpɘrt̬͡ɕɘ,p ɘ r tɕ ɘ,,northeuralex,,,
Chuvash,hay,ˈutə,u t ə,,northeuralex,,,
Chuvash,"peel, husk",ˈχupə,χ u p ə,,northeuralex,,,
Chuvash,pit,ˈʂətək,ʂ ə t ə k,,northeuralex,,,
Chuvash,trap,tap̬ə,t a p ə,,northeuralex,,,
Chuvash,trap,kapkən,k a p k ə n,,northeuralex,,,
Chuvash,noose,j́ələ,j ə l ə,,northeuralex,,,
Chuvash,track,jɘr,j ɘ r,,northeuralex,,,
Chuvash,ash,kɘl,k ɘ l,,northeuralex,,,
Chuvash,filth,ˈpɯlt̬͡ɕək,p ɯ l tɕ ə k,,northeuralex,,,
Chuvash,iron,ˈtimɘr,t i m ɘ r,,northeuralex,,,
Chuvash,gold,ˈɯlt̬ən,ɯ l t ə n,,northeuralex,,,
Chuvash,silver,ˈkɘmɘl,k ɘ m ɘ l,,northeuralex,,,
Chuvash,coal,ˈkəmrək,k ə m r ə k,,northeuralex,,,
Chuvash,glass,kɘlɛnt̬͡ˈɕɛ,k ɘ l ɛ n tɕ ɛ,,northeuralex,,,
Chuvash,clay,təm,t ə m,,northeuralex,,,
Chuvash,sand,ˈχəjər,χ ə j ə r,,northeuralex,,,
Chuvash,human,ɕɯn,ɕ ɯ n,,northeuralex,,,
Chuvash,human,eˈtɛm,e t ɛ m,,northeuralex,,,
Chuvash,child,aˈt͡ɕ̬a,a tɕ a,,northeuralex,,,
Chuvash,boy,aˈt͡ɕ̬a,a tɕ a,,northeuralex,,,
Chuvash,boy,ar_ɕɯn_aˈt͡ɕ̬a,a r + ɕ ɯ n + a tɕ a,,northeuralex,,,
Chuvash,girl,χɘr_aˈt͡ɕ̬a,χ ɘ r + a tɕ a,,northeuralex,,,
Chuvash,family,ɕɛm̈jɛ,ɕ ɛ m j ɛ,,northeuralex,,,
Chuvash,family,kil-jɯʂ,k i l j ɯ ʂ,,northeuralex,,,
Chuvash,grandfather,kuk̬aˈɕi,k u k a ɕ i,,northeuralex,,,
Chuvash,grandmother,kuk̬aˈmaj,k u k a m a j,,northeuralex,,,
Chuvash,parents,aɕ̬a-ama,a ɕ a a m a,,northeuralex,,,
Chuvash,father,aˈtɛ,a t ɛ,,northeuralex,,,
Chuvash,mother,aˈnɛ,a n ɛ,,northeuralex,,,
Chuvash,son,ˈɯʋəl,ɯ ʋ ə l,,northeuralex,,,
Chuvash,daughter,χɘr,χ ɘ r,,northeuralex,,,
Chuvash,brother,ar_təˈʋan,a r + t ə ʋ a n,,northeuralex,,,
Chuvash,sister,aˈpa,a p a,,northeuralex,,,
Chuvash,sister,ˈjəmək,j ə m ə k,,northeuralex,,,
Chuvash,uncle,muˈt͡ɕ̬i,m u tɕ i,,northeuralex,,,
Chuvash,uncle,piˈt͡ɕɛ,p i tɕ ɛ,,northeuralex,,,
Chuvash,aunt,aˈpa,a p a,,northeuralex,,,
Chuvash,husband,up̬əʂˈka,u p ə ʂ k a,,northeuralex,,,
Chuvash,wife,ˈarəm,a r ə m,,northeuralex,,,
Chuvash,joy,ˈsaʋənəɕ,s a ʋ ə n ə ɕ,,northeuralex,,,
Chuvash,joy,χaˈʋasləχ,χ a ʋ a s l ə χ,,northeuralex,,,
Chuvash,laughter,kulə,k u l ə,,northeuralex,,,
Chuvash,happiness,tɛˈlɛj,t ɛ l ɛ j,,northeuralex,,,
Chuvash,happiness,ərasˈkal,ə r a s k a l,,northeuralex,,,
Chuvash,grief,ˈχurləχ,χ u r l ə χ,,northeuralex,,,
Chuvash,wish,ˈɘmɘt,ɘ m ɘ t,,northeuralex,,,
Chuvash,wish,ˈkəməl,k ə m ə l,,northeuralex,,,
Chuvash,desire,ˈkəməl,k ə m ə l,,northeuralex,,,
Chuvash,spirit,t͡ɕun-t͡ɕɘm,tɕ u n tɕ ɘ m,,northeuralex,,,
Chuvash,spirit,ɯr-uˈs̬al,ɯ r u s a l,,northeuralex,,,
Chuvash,spirit,t͡ɕun_χaˈʋalɘ,tɕ u n + χ a ʋ a l ɘ,,northeuralex,,,
Chuvash,thought,ˈʂuχəʂ,ʂ u χ ə ʂ,,northeuralex,,,
Chuvash,memory,as,a s,,northeuralex,,,
Chuvash,mind,əs,ə s,,northeuralex,,,
Chuvash,mind,əs-tən,ə s t ə n,,northeuralex,,,
Chuvash,mind,əs-ˈχakəl,ə s χ a k ə l,,northeuralex,,,
Chuvash,meaning,ˈtupsəm,t u p s ə m,,northeuralex,,,
Chuvash,meaning,pɘlˈt̬ɛrɘʂ,p ɘ l t ɛ r ɘ ʂ,,northeuralex,,,
Chuvash,reason,səlˈt̬aʋ,s ə l t a ʋ,,northeuralex,,,
Chuvash,truth,ˈt͡ɕənləχ,tɕ ə n l ə χ,,northeuralex,,,
Chuvash,talk,kalaˈɕ̬u,k a l a ɕ u,,northeuralex,,,
Chuvash,fairy tale,juˈmaχ,j u m a χ,,northeuralex,,,
Chuvash,story,ak̬aˈlaʋ,a k a l a ʋ,,northeuralex,,,
Chuvash,story,kalaˈs̬a_paˈni,k a l a s a + p a n i,,northeuralex,,,
Chuvash,message,χɯˈp̬ar,χ ɯ p a r,,northeuralex,,,
Chuvash,news,ˈɕɘnɘ_χɯˈp̬ar,ɕ ɘ n ɘ + χ ɯ p a r,,northeuralex,,,
Chuvash,name,jat,j a t,,northeuralex,,,
Chuvash,puzzle,sutmaˈli_juˈmaχ,s u t m a l i + j u m a χ,,northeuralex,,,
Chuvash,speech,səˈmaχ,s ə m a χ,,northeuralex,,,
Chuvash,language,t͡ɕɘlˈχɛ,tɕ ɘ l χ ɛ,,northeuralex,,,
Chuvash,voice,ˈsasə,s a s ə,,northeuralex,,,
Chuvash,word,səˈmaχ,s ə m a χ,,northeuralex,,,
Chuvash,sign,ˈpalə,p a l ə,,northeuralex,,,
Chuvash,call,jɯχraʋ,j ɯ χ r a ʋ,,northeuralex,,,
Chuvash,call,t͡ɕɘny,tɕ ɘ n y,,northeuralex,,,
Chuvash,noise,ʂaʋ,ʂ a ʋ,,northeuralex,,,
Chuvash,sound,ˈsasə,s a s ə,,northeuralex,,,
Chuvash,tone,ˈsasə,s a s ə,,northeuralex,,,
Chuvash,song,ˈjurə,j u r ə,,northeuralex,,,
Chuvash,calm,kanəɕləχ,k a n ə ɕ l ə χ,,northeuralex,,,
Chuvash,calm,ləpkələχ,l ə p k ə l ə χ,,northeuralex,,,
Chuvash,people,ɕamrəkˈsɛm,ɕ a m r ə k s ɛ m,,northeuralex,,,
Chuvash,people,ˈɕamrək_ɕɯnˈs̬ɛm,ɕ a m r ə k + ɕ ɯ n s ɛ m,,northeuralex,,,
Chuvash,nation,ˈχaləχ,χ a l ə χ,,northeuralex,,,
Chuvash,work,ɘɕχɘl,ɘ ɕ χ ɘ l,,northeuralex,,,
Chuvash,work,ɘɕˈlɛʋ,ɘ ɕ l ɛ ʋ,,northeuralex,,,
Chuvash,guest,χəˈna,χ ə n a,,northeuralex,,,
Chuvash,gift,parˈnɛ,p a r n ɛ,,northeuralex,,,
Chuvash,gift,kut͡ɕɛˈnɛɕ,k u tɕ ɛ n ɛ ɕ,,northeuralex,,,
Chuvash,game,ˈʋəjə,ʋ ə j ə,,northeuralex,,,
Chuvash,company,ˈobɕːɛstʋo,o b ɕː ɛ s t ʋ o,,northeuralex,,,
Chuvash,help,puləˈʂ̬u,p u l ə ʂ u,,northeuralex,,,
Chuvash,friend,tus,t u s,,northeuralex,,,
Chuvash,companion,julˈt̬aʂ,j u l t a ʂ,,northeuralex,,,
Chuvash,companion,tus,t u s,,northeuralex,,,
Chuvash,matter,ɘɕ,ɘ ɕ,,northeuralex,,,
Chuvash,count,jɯʂ,j ɯ ʂ,,northeuralex,,,
Chuvash,count,χiˈs̬ɛp,χ i s ɛ p,,northeuralex,,,
Chuvash,sort,tɘs,t ɘ s,,northeuralex,,,
Chuvash,piece,ˈtatək,t a t ə k,,northeuralex,,,
Chuvash,part,paj,p a j,,northeuralex,,,
Chuvash,half,ˈɕurə,ɕ u r ə,,northeuralex,,,
Chuvash,circle,ˈunk̬ə,u n k ə,,northeuralex,,,
Chuvash,circle,ɕaʋˈrakəʂ,ɕ a ʋ r a k ə ʂ,,northeuralex,,,
Chuvash,cross,χɘˈrɛs,χ ɘ r ɛ s,,northeuralex,,,
Chuvash,line,jɘr,j ɘ r,,northeuralex,,,
Chuvash,stroke,jɘr,j ɘ r,,northeuralex,,,
Chuvash,gap,ˈχuʂə,χ u ʂ ə,,northeuralex,,,
Chuvash,distance,ˈχuʂə,χ u ʂ ə,,northeuralex,,,
Chuvash,area,ˈʋɯrən,ʋ ɯ r ə n,,northeuralex,,,
Chuvash,space,ˈχutləχ,χ u t l ə χ,,northeuralex,,,
Chuvash,place,ˈʋɯrən,ʋ ɯ r ə n,,northeuralex,,,
Chuvash,side,ɛn,ɛ n,,northeuralex,,,
Chuvash,side,aˈjak,a j a k,,northeuralex,,,
Chuvash,side,ˈajək,a j ə k,,northeuralex,,,
Chuvash,middle,ˈʋarə,ʋ a r ə,,northeuralex,,,
Chuvash,item,jap̬aˈla,j a p a l a,,northeuralex,,,
Chuvash,thing,jap̬aˈla,j a p a l a,,northeuralex,,,
Chuvash,fringe,ʋɘɕ,ʋ ɘ ɕ,,northeuralex,,,
Chuvash,fringe,ˈχɘrɘ,χ ɘ r ɘ,,northeuralex,,,
Chuvash,fringe,χɘˈri,χ ɘ r i,,northeuralex,,,
Chuvash,edge,χajk̬at͡ɕ̬a,χ a j k a tɕ a,,northeuralex,,,
Chuvash,edge,χɯs̬ak,χ ɯ s a k,,northeuralex,,,
Chuvash,corner,kɘˈt̬ɛs,k ɘ t ɛ s,,northeuralex,,,
Chuvash,tip,ʋɘɕ,ʋ ɘ ɕ,,northeuralex,,,
Chuvash,end,ʋɘɕ,ʋ ɘ ɕ,,northeuralex,,,
Chuvash,hole,ˈʂətək,ʂ ə t ə k,,northeuralex,,,
Chuvash,angle,kɘˈt̬ɛs,k ɘ t ɛ s,,northeuralex,,,
Chuvash,pattern,eˈrɛʂ,e r ɛ ʂ,,northeuralex,,,
Chuvash,size,ˈpɯsək̬əʂ,p ɯ s ə k ə ʂ,,northeuralex,,,
Chuvash,length,ˈʋərəməʂ,ʋ ə r ə m ə ʂ,,northeuralex,,,
Chuvash,height,ˈɕylɘʂ,ɕ y l ɘ ʂ,,northeuralex,,,
Chuvash,weight,ʋiˈɕ̬ɛ,ʋ i ɕ ɛ,,northeuralex,,,
Chuvash,weight,ˈjɯʋərəʂ,j ɯ ʋ ə r ə ʂ,,northeuralex,,,
Chuvash,amount,jɯʂ,j ɯ ʂ,,northeuralex,,,
Chuvash,heap,kuˈp̬a,k u p a,,northeuralex,,,
Chuvash,row,rɛt,r ɛ t,,northeuralex,,,
Chuvash,boat,ˈkimɘ,k i m ɘ,,northeuralex,,,
Chuvash,oar,kɘsˈmɛn,k ɘ s m ɛ n,,northeuralex,,,
Chuvash,sleigh,ɕuˈna,ɕ u n a,,northeuralex,,,
Chuvash,ski,jɘlt̬ɘr,j ɘ l t ɘ r,,northeuralex,,,
Chuvash,campfire,ʋut,ʋ u t,,northeuralex,,,
Chuvash,campfire,kəʋajt̬,k ə ʋ a j t,,northeuralex,,,
Chuvash,load,sulˈmakləχ,s u l m a k l ə χ,,northeuralex,,,
Chuvash,load,ˈjɯʋər_jap̬aˈla,j ɯ ʋ ə r + j a p a l a,,northeuralex,,,
Chuvash,walk,ˈkuɕəm,k u ɕ ə m,,northeuralex,,,
Chuvash,step,ˈutəm,u t ə m,,northeuralex,,,
Chuvash,step,ˈpusəm,p u s ə m,,northeuralex,,,
Chuvash,north,ˈɕurɕ̬ɘr,ɕ u r ɕ ɘ r,,northeuralex,,,
Chuvash,south,ˈkənt̬ər,k ə n t ə r,,northeuralex,,,
Chuvash,west,ˈanəɕ,a n ə ɕ,,northeuralex,,,
Chuvash,west,χɘˈʋɛl_ˈanəɕ,χ ɘ ʋ ɛ l + a n ə ɕ,,northeuralex,,,
Chuvash,east,χɘˈʋɛl_ˈtuχəɕ,χ ɘ ʋ ɛ l + t u χ ə ɕ,,northeuralex,,,
Chuvash,wood,ˈjɯʋəɕ,j ɯ ʋ ə ɕ,,northeuralex,,,
Chuvash,board,χəˈma,χ ə m a,,northeuralex,,,
Chuvash,slab,pliˈt̬a,p l i t a,,northeuralex,,,
Chuvash,"support, rest",uˈra,u r a,,northeuralex,,,
Chuvash,pole,ʂɛrˈt̬ɛ,ʂ ɛ r t ɛ,,northeuralex,,,
Chuvash,stick,paˈt̬ak,p a t a k,,northeuralex,,,
Chuvash,staff,ˈʂət͡ɕə,ʂ ə tɕ ə,,northeuralex,,,
Chuvash,pipe,ˈpərəχ,p ə r ə χ,,northeuralex,,,
Chuvash,house,ɕurt̬,ɕ u r t,,northeuralex,,,
Chuvash,home,kil,k i l,,northeuralex,,,
Chuvash,stove,kəmaˈk̬a,k ə m a k a,,northeuralex,,,
Chuvash,floor,uˈraj,u r a j,,northeuralex,,,
Chuvash,table,sɘˈt̬ɛl,s ɘ t ɛ l,,northeuralex,,,
Chuvash,chair,puˈk̬an,p u k a n,,northeuralex,,,
Chuvash,cradle,səpˈka,s ə p k a,,northeuralex,,,
Chuvash,bed,kraˈʋatʲ,k r a ʋ a tʲ,,northeuralex,,,
Chuvash,shelf,ˈɕylɘk,ɕ y l ɘ k,,northeuralex,,,
Chuvash,shelf,sɛnt̬ˈrɛ,s ɛ n t r ɛ,,northeuralex,,,
Chuvash,box,ˈɛɕːɘk,ɛ ɕː ɘ k,,northeuralex,,,
Chuvash,box,ˈsunt̬əχ,s u n t ə χ,,northeuralex,,,
Chuvash,window,t͡ɕyrɛˈt͡ɕ̬ɛ,tɕ y r ɛ tɕ ɛ,,northeuralex,,,
Chuvash,door,ˈalək,a l ə k,,northeuralex,,,
Chuvash,gate,χapˈχa,χ a p χ a,,northeuralex,,,
Chuvash,fence,χyˈmɛ,χ y m ɛ,,northeuralex,,,
Chuvash,roof,ˈtərə,t ə r ə,,northeuralex,,,
Chuvash,ladder,pusˈma,p u s m a,,northeuralex,,,
Chuvash,broom,ˈʂəpər,ʂ ə p ə r,,northeuralex,,,
Chuvash,spade,kɘrɛˈɕ̬ɛ,k ɘ r ɛ ɕ ɛ,,northeuralex,,,
Chuvash,shovel,kɘrɛˈɕ̬ɛ,k ɘ r ɛ ɕ ɛ,,northeuralex,,,
Chuvash,fork,ˈʋilk̬a,ʋ i l k a,,northeuralex,,,
Chuvash,spoon,ˈkaʂək,k a ʂ ə k,,northeuralex,,,
Chuvash,knife,ˈɕɘɕɘ,ɕ ɘ ɕ ɘ,,northeuralex,,,
Chuvash,nail,pəˈt̬a,p ə t a,,northeuralex,,,
Chuvash,net,tɛˈt̬ɛl,t ɛ t ɛ l,,northeuralex,,,
Chuvash,hook,jərχaχ,j ə r χ a χ,,northeuralex,,,
Chuvash,hook,ɕɛk̬ɘl,ɕ ɛ k ɘ l,,northeuralex,,,
Chuvash,handle,ˈχələp,χ ə l ə p,,northeuralex,,,
Chuvash,lock,ɕəˈra,ɕ ə r a,,northeuralex,,,
Chuvash,picture,sən,s ə n,,northeuralex,,,
Chuvash,picture,ˈsənləχ,s ə n l ə χ,,northeuralex,,,
Chuvash,picture,karˈt̬ina,k a r t i n a,,northeuralex,,,
Chuvash,figure,kɘlɛtˈkɛ,k ɘ l ɛ t k ɛ,,northeuralex,,,
Chuvash,doll,puk̬aˈnɛ,p u k a n ɛ,,northeuralex,,,
Chuvash,pouch,ˈmiχɘ,m i χ ɘ,,northeuralex,,,
Chuvash,bundle,ˈɕɯχə,ɕ ɯ χ ə,,northeuralex,,,
Chuvash,bundle,tɘrˈk̬ɛ,t ɘ r k ɛ,,northeuralex,,,
Chuvash,bag,ˈsumk̬a,s u m k a,,northeuralex,,,
Chuvash,bucket,ʋitˈrɛ,ʋ i t r ɛ,,northeuralex,,,
Chuvash,"cover, lid",ˈχupə,χ u p ə,,northeuralex,,,
Chuvash,dishes,ˈsaʋət-saˈp̬a,s a ʋ ə t s a p a,,northeuralex,,,
Chuvash,sack,ˈmiχɘ,m i χ ɘ,,northeuralex,,,
Chuvash,cup,kurˈk̬a,k u r k a,,northeuralex,,,
Chuvash,pot,kastrˈjulʲ,k a s t r j u lʲ,,northeuralex,,,
Chuvash,kettle,χuˈran,χ u r a n,,northeuralex,,,
Chuvash,meal,aˈp̬at,a p a t,,northeuralex,,,
Chuvash,food,aˈp̬at-ˈɕimɘs,a p a t ɕ i m ɘ s,,northeuralex,,,
Chuvash,dish,aˈp̬at,a p a t,,northeuralex,,,
Chuvash,dish,ˈɕimɘɕ,ɕ i m ɘ ɕ,,northeuralex,,,
Chuvash,meat,aʂ,a ʂ,,northeuralex,,,
Chuvash,meat,kaˈk̬aj,k a k a j,,northeuralex,,,
Chuvash,corn,ˈtɯrə,t ɯ r ə,,northeuralex,,,
Chuvash,mush,ˈpətə,p ə t ə,,northeuralex,,,
Chuvash,bread,ˈɕəkər,ɕ ə k ə r,,northeuralex,,,
Chuvash,slice,ˈt͡ɕɘlɘ,tɕ ɘ l ɘ,,northeuralex,,,
Chuvash,slice,ˈkasək,k a s ə k,,northeuralex,,,
