language,gloss,form,ipa_tokens,cogid_source,raw_score,adjusted_score,lexstat_penalized,yakut_artifact_flag,thin_lang_flag,n_tokens,n_lookups
Uzbek,hunt,ɒw_qilmɒq,ɒ w + q i l m ɒ q,northeuralex,-0.6477,-0.6477,False,False,False,9,8
Uzbek,catch,ilinmɒq,i l i n m ɒ q,northeuralex,-0.6445,-0.6445,False,False,False,7,7
Uzbek,herd,bɒqtirmɒq,b ɒ q t i r m ɒ q,northeuralex,-0.6036,-0.6036,False,False,False,9,9
Uzbek,drive,hajdamɒq,h a j d a m ɒ q,northeuralex,-0.7983,-0.7983,False,False,False,8,8
Uzbek,tie up,bɒɣlamɒq,b ɒ ɣ l a m ɒ q,northeuralex,-0.6523,-0.6523,False,False,False,8,8
Uzbek,feed,ɛdirmɒq,ɛ d i r m ɒ q,northeuralex,-0.7298,-0.7298,False,False,False,7,7
Uzbek,milk,sɒɣmɒq,s ɒ ɣ m ɒ q,northeuralex,-0.5795,-0.5795,False,False,False,6,6
Uzbek,chop,t͡ʃɒpmɒq,tʃ ɒ p m ɒ q,northeuralex,-0.7569,-0.7569,False,False,False,6,6
Uzbek,water,ɒqizmɒq,ɒ q i z m ɒ q,northeuralex,-0.5875,-0.5875,False,False,False,7,7
Uzbek,ripen,qizarmɒq,q i z a r m ɒ q,northeuralex,-0.6313,-0.6313,False,False,False,8,8
Uzbek,cook,piʃirmɒq,p i ʃ i r m ɒ q,northeuralex,-0.7487,-0.7487,False,False,False,8,8
Uzbek,boil,qajnatmɒq,q a j n a t m ɒ q,northeuralex,-0.6905,-0.6905,False,False,False,9,9
Uzbek,bake,jɒpmɒq,j ɒ p m ɒ q,northeuralex,-0.7275,-0.7275,False,False,False,6,6
Uzbek,fry,qɒwurmɒq,q ɒ w u r m ɒ q,northeuralex,-0.6376,-0.6376,False,False,False,8,8
Uzbek,stir,atalamɒq,a t a l a m ɒ q,northeuralex,-0.7304,-0.7304,False,False,False,8,8
Uzbek,knit,toqimɒq,t o q i m ɒ q,northeuralex,-0.6671,-0.6671,False,False,False,7,7
Uzbek,sew,tikmɒq,t i k m ɒ q,northeuralex,-0.628,-0.628,False,False,False,6,6
Uzbek,dye,bojɒqlamɒq,b o j ɒ q l a m ɒ q,northeuralex,-0.7118,-0.7118,False,False,False,10,10
Uzbek,clean,tɒzalamɒq,t ɒ z a l a m ɒ q,northeuralex,-0.6836,-0.6836,False,False,False,9,9
Uzbek,wash,juwmɒq,j u w m ɒ q,northeuralex,-0.7529,-0.7529,False,False,False,6,6
Uzbek,wipe,surkamɒq,s u r k a m ɒ q,northeuralex,-0.6626,-0.6626,False,False,False,8,8
Uzbek,rinse,t͡ʃajmɒq,tʃ a j m ɒ q,northeuralex,-0.7917,-0.7917,False,False,False,6,6
Uzbek,sweep,t͡ʃotkalamɒq,tʃ o t k a l a m ɒ q,northeuralex,-0.7912,-0.7912,False,False,False,10,10
Uzbek,sweep,supurmɒq,s u p u r m ɒ q,northeuralex,-0.7253,-0.7253,False,False,False,8,8
Uzbek,bath,t͡ʃomilmɒq,tʃ o m i l m ɒ q,northeuralex,-0.7274,-0.7274,False,False,False,8,8
Uzbek,wash,juwinmɒq,j u w i n m ɒ q,northeuralex,-0.7458,-0.7458,False,False,False,8,8
Uzbek,take off,ɛt͡ʃintirmɒq,ɛ tʃ i n t i r m ɒ q,northeuralex,-0.7607,-0.7607,False,False,False,10,10
Uzbek,put on,kijmɒq,k i j m ɒ q,northeuralex,-0.6851,-0.6851,False,False,False,6,6
Uzbek,get dressed,kijinmɒq,k i j i n m ɒ q,northeuralex,-0.6949,-0.6949,False,False,False,8,8
Uzbek,comb,taramɒq,t a r a m ɒ q,northeuralex,-0.6753,-0.6753,False,False,False,7,7
Uzbek,decorate,jasatmɒq,j a s a t m ɒ q,northeuralex,-0.7334,-0.7334,False,False,False,8,8
Uzbek,say,ajtmɒq,a j t m ɒ q,northeuralex,-0.7052,-0.7052,False,False,False,6,6
Uzbek,speak,sozlamɒq,s o z l a m ɒ q,northeuralex,-0.7002,-0.7002,False,False,False,8,8
Uzbek,talk,ɡapirmɒq,g a p i r m ɒ q,northeuralex,-0.7612,-0.7612,False,False,False,8,8
Uzbek,chat,suhbatlaʃmɒq,s u h b a t l a ʃ m ɒ q,northeuralex,-0.755,-0.755,False,False,False,12,12
Uzbek,ask,soramɒq,s o r a m ɒ q,northeuralex,-0.6855,-0.6855,False,False,False,7,7
Uzbek,request,iltimɒs_qilmɒq,i l t i m ɒ s + q i l m ɒ q,northeuralex,-0.6462,-0.6462,False,False,False,14,13
Uzbek,tell,ajtib_bɛrmɒq,a j t i b + b ɛ r m ɒ q,northeuralex,-0.761,-0.761,False,False,False,12,11
Uzbek,convey,bildirmɒq,b i l d i r m ɒ q,northeuralex,-0.6838,-0.6838,False,False,False,9,9
Uzbek,name,atamɒq,a t a m ɒ q,northeuralex,-0.6925,-0.6925,False,False,False,6,6
Uzbek,call,t͡ʃaqirmɒq,tʃ a q i r m ɒ q,northeuralex,-0.702,-0.702,False,False,False,8,8
Uzbek,brag,ɡɛrdajmɒq,g ɛ r d a j m ɒ q,northeuralex,-0.8001,-0.8001,False,False,False,9,9
Uzbek,translate,tard͡ʒima_qilmɒq,t a r dʒ i m a + q i l m ɒ q,northeuralex,-0.7413,-0.7413,False,False,False,14,13
Uzbek,think,ojlamɒq,o j l a m ɒ q,northeuralex,-0.7632,-0.7632,False,False,False,7,7
Uzbek,believe,iʃɒnmɒq,i ʃ ɒ n m ɒ q,northeuralex,-0.6367,-0.6367,False,False,False,7,7
Uzbek,notice,pajqamɒq,p a j q a m ɒ q,northeuralex,-0.7714,-0.7714,False,False,False,8,8
Uzbek,recognize,tanimɒq,t a n i m ɒ q,northeuralex,-0.6594,-0.6594,False,False,False,7,7
Uzbek,grasp,tuʃunmɒq,t u ʃ u n m ɒ q,northeuralex,-0.6943,-0.6943,False,False,False,8,8
Uzbek,understand,aŋlamɒq,a ŋ l a m ɒ q,northeuralex,-0.7222,-0.7222,False,False,False,7,7
Uzbek,learn,oqimɒq,o q i m ɒ q,northeuralex,-0.658,-0.658,False,False,False,6,6
Uzbek,know,bilmɒq,b i l m ɒ q,northeuralex,-0.6273,-0.6273,False,False,False,6,6
Uzbek,remember,æsni_tanimɒq,æ s n i + t a n i m ɒ q,northeuralex,-0.7236,-0.7236,False,False,False,12,11
Uzbek,forget,unutmɒq,u n u t m ɒ q,northeuralex,-0.6609,-0.6609,False,False,False,7,7
Uzbek,measure,olt͡ʃamɒq,o l tʃ a m ɒ q,northeuralex,-0.7884,-0.7884,False,False,False,7,7
Uzbek,count,raqamlamɒq,r a q a m l a m ɒ q,northeuralex,-0.6529,-0.6529,False,False,False,10,10
Uzbek,calculate,t͡ʃotlamɒq,tʃ o t l a m ɒ q,northeuralex,-0.7801,-0.7801,False,False,False,8,8
Uzbek,read,oqimɒq,o q i m ɒ q,northeuralex,-0.658,-0.658,False,False,False,6,6
Uzbek,paint,rasm_sɒlmɒq,r a s m + s ɒ l m ɒ q,northeuralex,-0.6019,-0.6019,False,False,False,11,10
Uzbek,draw,t͡ʃizmɒq,tʃ i z m ɒ q,northeuralex,-0.7131,-0.7131,False,False,False,6,6
Uzbek,write,jɒzmɒq,j ɒ z m ɒ q,northeuralex,-0.6365,-0.6365,False,False,False,6,6
Uzbek,own,æɡalamɒq,æ g a l a m ɒ q,northeuralex,-0.7909,-0.7909,False,False,False,8,8
Uzbek,buy,ɒlmɒq,ɒ l m ɒ q,northeuralex,-0.556,-0.556,False,False,False,5,5
Uzbek,sell,sɒtmɒq,s ɒ t m ɒ q,northeuralex,-0.5749,-0.5749,False,False,False,6,6
Uzbek,pay for,tolamɒq,t o l a m ɒ q,northeuralex,-0.7143,-0.7143,False,False,False,7,7
Uzbek,pay,tolamɒq,t o l a m ɒ q,northeuralex,-0.7143,-0.7143,False,False,False,7,7
Uzbek,rule,æɡalamɒq,æ g a l a m ɒ q,northeuralex,-0.7909,-0.7909,False,False,False,8,8
Uzbek,endure,t͡ʃidamɒq,tʃ i d a m ɒ q,northeuralex,-0.7863,-0.7863,False,False,False,7,7
Kazakh,nose,mʉɾən,m ʉ ɾ ə n,northeuralex,-0.9351,-0.9351,False,False,False,5,5
Kazakh,mouth,ɑuəz,ɑ uə z,northeuralex,-0.9114,-0.9114,False,False,False,3,3
Kazakh,tooth,təs,t ə s,northeuralex,-1.039,-1.039,False,False,False,3,3
Kazakh,tongue,təl,t ə l,northeuralex,-0.9872,-0.9872,False,False,False,3,3
Kazakh,lip,eɾən,e ɾ ə n,northeuralex,-0.9523,-0.9523,False,False,False,4,4
Kazakh,cheek,ʉɾt,ʉ ɾ t,northeuralex,-0.9786,-0.9786,False,False,False,3,3
Kazakh,face,betɑuzə,b e t ɑ u z ə,northeuralex,-0.8685,-0.8685,False,False,False,7,7
Kazakh,forehead,mɑŋdɑj,m ɑ ŋ d ɑ j,northeuralex,-0.9159,-0.9159,False,False,False,6,6
Kazakh,moustache,mʉɾt,m ʉ ɾ t,northeuralex,-0.9177,-0.9177,False,False,False,4,4
Kazakh,beard,sɑqɑl,s ɑ q ɑ l,northeuralex,-0.9536,-0.9536,False,False,False,5,5
Kazakh,chin,ɪjek,ɪ j e k,northeuralex,-0.9766,-0.9766,False,False,False,4,4
Kazakh,jaw,ʒɑq,ʒ ɑ q,northeuralex,-1.0205,-1.0205,False,False,False,3,3
Kazakh,throat,ɑlqəm,ɑ l q ə m,northeuralex,-0.9377,-0.9377,False,False,False,5,5
Kazakh,neck,mojən,m o j ə n,northeuralex,-0.9225,-0.9225,False,False,False,5,5
Kazakh,nape,ʒelke,ʒ e l k e,northeuralex,-0.976,-0.976,False,False,False,5,5
Kazakh,back,ɑɾqɑ,ɑ ɾ q ɑ,northeuralex,-0.9757,-0.9757,False,False,False,4,4
Kazakh,belly,qɑɾən,q ɑ ɾ ə n,northeuralex,-0.9331,-0.9331,False,False,False,5,5
Kazakh,navel,kəndək,k ə n d ə k,northeuralex,-0.9594,-0.9594,False,False,False,6,6
Kazakh,bosom,oməɾɑu,o m ə ɾ ɑ u,northeuralex,-0.9608,-0.9608,False,False,False,6,6
Kazakh,breast,keude,k e u d e,northeuralex,-0.8457,-0.8457,False,False,False,5,5
Kazakh,shoulder,ɪjəq,ɪ j ə q,northeuralex,-1.0185,-1.0185,False,False,False,4,4
Kazakh,arm,qol,q o l,northeuralex,-0.942,-0.942,False,False,False,3,3
Kazakh,elbow,ʃəntɑq,ʃ ə n t ɑ q,northeuralex,-0.9599,-0.9599,False,False,False,6,6
Kazakh,hand,qol,q o l,northeuralex,-0.942,-0.942,False,False,False,3,3
Kazakh,palm,ɑlɑqɑn,ɑ l ɑ q ɑ n,northeuralex,-0.9176,-0.9176,False,False,False,6,6
Kazakh,finger,sɑusɑq,s ɑ u s ɑ q,northeuralex,-0.8971,-0.8971,False,False,False,6,6
Kazakh,fingernail,təɾnɑq,t ə ɾ n ɑ q,northeuralex,-0.9223,-0.9223,False,False,False,6,6
Kazakh,nail,təɾnɑq,t ə ɾ n ɑ q,northeuralex,-0.9223,-0.9223,False,False,False,6,6
Kazakh,toe,təɾnɑq,t ə ɾ n ɑ q,northeuralex,-0.9223,-0.9223,False,False,False,6,6
Kazakh,toe,tʉjɑq,t ʉ j ɑ q,northeuralex,-0.9227,-0.9227,False,False,False,5,5
Kazakh,foot,ɑjɑqbɑsə,ɑ j ɑ q b ɑ s ə,northeuralex,-0.9787,-0.9787,False,False,False,8,8
Kazakh,heel,økʃe,ø k ʃ e,northeuralex,-0.9589,-0.9589,False,False,False,4,4
Kazakh,heel,økʃelək,ø k ʃ e l ə k,northeuralex,-0.9683,-0.9683,False,False,False,7,7
Kazakh,knee,təze,t ə z e,northeuralex,-0.9397,-0.9397,False,False,False,4,4
Kazakh,thigh,ʒɑmbɑs,ʒ ɑ m b ɑ s,northeuralex,-0.9808,-0.9808,False,False,False,6,6
Kazakh,leg,ɑjɑq,ɑ j ɑ q,northeuralex,-0.9299,-0.9299,False,False,False,4,4
Kazakh,body,dene,d e n e,northeuralex,-0.8803,-0.8803,False,False,False,4,4
Kazakh,vein,køktɑməɾ,k ø k t ɑ m ə ɾ,northeuralex,-0.9304,-0.9304,False,False,False,8,8
Kazakh,vein,kʊɾetɑməɾ,k ʊ ɾ e t ɑ m ə ɾ,northeuralex,-1.0097,-1.0097,False,False,False,9,9
Kazakh,sinew,səŋəɾ,s ə ŋ ə ɾ,northeuralex,-1.0662,-1.0662,False,False,False,5,5
Kazakh,brain,mɪj,m ɪ j,northeuralex,-0.929,-0.929,False,False,False,3,3
Kazakh,heart,ʒʊɾek,ʒ ʊ ɾ e k,northeuralex,-1.0738,-1.0738,False,False,False,5,5
Kazakh,stomach,ɑsqɑzɑn,ɑ s q ɑ z ɑ n,northeuralex,-0.8962,-0.8962,False,False,False,7,7
Kazakh,liver,bɑuəɾ,b ɑ uə ɾ,northeuralex,-0.9507,-0.9507,False,False,False,4,4
Kazakh,breath,lep,l e p,northeuralex,-0.9348,-0.9348,False,False,False,3,3
Kazakh,hunger,ɑʃɑɾʃələq,ɑ ʃ ɑ ɾ ʃ ə l ə q,northeuralex,-1.0644,-1.0644,False,False,False,9,9
Kazakh,tear,ʒɑs,ʒ ɑ s,northeuralex,-1.0959,-1.0959,False,False,False,3,3
Kazakh,flavour,dæm,d æ m,northeuralex,-0.939,-0.939,False,False,False,3,3
Kazakh,flavour,tɑtəm,t ɑ t ə m,northeuralex,-0.9713,-0.9713,False,False,False,5,5
Kazakh,flavour,tɑlʁɑm,t ɑ l ʁ ɑ m,northeuralex,-1.0085,-1.0085,False,False,False,6,6
Kazakh,odour,ɪjəs,ɪ j ə s,northeuralex,-1.0751,-1.0751,False,False,False,4,4
Kazakh,sleep,ʉjqə,ʉ j q ə,northeuralex,-0.9764,-0.9764,False,False,False,4,4
Kazakh,sleep,ʉjəqtɑu,ʉ j ə q t ɑ u,northeuralex,-0.9064,-0.9064,False,False,False,7,7
Kazakh,dream,tʊs,t ʊ s,northeuralex,-1.076,-1.076,False,False,False,3,3
Kazakh,sky,ɑspɑn,ɑ s p ɑ n,northeuralex,-0.9559,-0.9559,False,False,False,5,5
Kazakh,sky,køq,k ø q,northeuralex,-0.8081,-0.8081,False,False,False,3,3
Kazakh,sky,tɑŋdɑj,t ɑ ŋ d ɑ j,northeuralex,-0.9382,-0.9382,False,False,False,6,6
Kazakh,sun,kʊn,k ʊ n,northeuralex,-0.9449,-0.9449,False,False,False,3,3
Kazakh,moon,ɑj,ɑ j,northeuralex,-0.9293,-0.9293,False,False,False,2,2
Kazakh,star,ʒʉldəz,ʒ ʉ l d ə z,northeuralex,-0.9921,-0.9921,False,False,False,6,6
Kazakh,air,æue,æ u e,northeuralex,-0.8784,-0.8784,False,False,False,3,3
Kazakh,wind,ʒel,ʒ e l,northeuralex,-1.0085,-1.0085,False,False,False,3,3
Kazakh,wave,tolqən,t o l q ə n,northeuralex,-0.9281,-0.9281,False,False,False,6,6
Kazakh,water,su,s u,northeuralex,-0.7172,-0.7172,False,False,False,2,2
Kazakh,stone,tɑs,t ɑ s,northeuralex,-0.9853,-0.9853,False,False,False,3,3
Kazakh,ground,qəɾtəs,q ə ɾ t ə s,northeuralex,-1.0116,-1.0116,False,False,False,6,6
Kazakh,earth,topəɾɑq,t o p ə ɾ ɑ q,northeuralex,-1.0241,-1.0241,False,False,False,7,7
Kazakh,dust,ʃɑŋ,ʃ ɑ ŋ,northeuralex,-1.049,-1.049,False,False,False,3,3
Kazakh,smoke,tʊtən,t ʊ t ə n,northeuralex,-0.9991,-0.9991,False,False,False,5,5
Kazakh,spark,ʉʃqən,ʉ ʃ q ə n,northeuralex,-0.9831,-0.9831,False,False,False,5,5
Kazakh,fire,ɑlɑu,ɑ l ɑ u,northeuralex,-0.8755,-0.8755,False,False,False,4,4
Kazakh,light,ʃʉʁəlɑ,ʃ ʉ ʁ ə l ɑ,northeuralex,-1.1501,-1.1501,False,False,False,6,6
Kazakh,shadow,køleŋke,k ø l e ŋ k e,northeuralex,-0.8906,-0.8906,False,False,False,7,7
Kazakh,weather,ɑuɑ_ɾɑjə,ɑ u ɑ + ɾ ɑ j ə,northeuralex,-0.9634,-0.9634,False,False,False,8,7
Kazakh,fog,tʉmɑn,t ʉ m ɑ n,northeuralex,-0.8906,-0.8906,False,False,False,5,5
Kazakh,cloud,bʉlt,b ʉ l t,northeuralex,-0.894,-0.894,False,False,False,4,4
Kazakh,rain,ʒɑŋbəɾ,ʒ ɑ ŋ b ə ɾ,northeuralex,-1.0243,-1.0243,False,False,False,6,6
Kazakh,snow,qɑɾ,q ɑ ɾ,northeuralex,-0.9304,-0.9304,False,False,False,3,3
Kazakh,ice,mʉz,m ʉ z,northeuralex,-0.828,-0.828,False,False,False,3,3
Kazakh,frost,suəq,s uə q,northeuralex,-0.9118,-0.9118,False,False,False,3,3
Kazakh,chill,əzʁɑɾ,ə z ʁ ɑ ɾ,northeuralex,-1.0662,-1.0662,False,False,False,5,5
Kazakh,chill,suəqtəq,s uə q t ə q,northeuralex,-0.9377,-0.9377,False,False,False,6,6
Kazakh,heat,ɑptɑp,ɑ p t ɑ p,northeuralex,-1.0102,-1.0102,False,False,False,5,5
Kazakh,hoarfrost,qəɾɑu,q ə ɾ ɑ u,northeuralex,-0.9046,-0.9046,False,False,False,5,5
Kazakh,rainbow,kempəɾqosɑq,k e m p ə ɾ q o s ɑ q,northeuralex,-0.9649,-0.9649,False,False,False,11,11
Kazakh,thunder,kʊn_kʊɾkəɾeu,k ʊ n + k ʊ ɾ k ə ɾ e u,northeuralex,-0.9559,-0.9559,False,False,False,12,11
Kazakh,current,ɑʁən,ɑ ʁ ə n,northeuralex,-1.0974,-1.0974,False,False,False,4,4
Kazakh,drop,tɑmʃə,t ɑ m ʃ ə,northeuralex,-1.0287,-1.0287,False,False,False,5,5
Kazakh,foam,købək,k ø b ə k,northeuralex,-0.9096,-0.9096,False,False,False,5,5
Kazakh,dirt,kəɾ,k ə ɾ,northeuralex,-1.0176,-1.0176,False,False,False,3,3
Kazakh,lake,køl,k ø l,northeuralex,-0.8317,-0.8317,False,False,False,3,3
Kazakh,swamp,sɑz,s ɑ z,northeuralex,-0.8998,-0.8998,False,False,False,3,3
Kazakh,moor,sɑz,s ɑ z,northeuralex,-0.8998,-0.8998,False,False,False,3,3
Kazakh,meadow,ʃɑlʁən,ʃ ɑ l ʁ ə n,northeuralex,-1.0609,-1.0609,False,False,False,6,6
Kazakh,forest,oɾmɑn,o ɾ m ɑ n,northeuralex,-0.9269,-0.9269,False,False,False,5,5
Kazakh,hill,tøbe,t ø b e,northeuralex,-0.8624,-0.8624,False,False,False,4,4
Kazakh,hill,beles,b e l e s,northeuralex,-0.9112,-0.9112,False,False,False,5,5
Kazakh,hill,belesbeles,b e l e s b e l e s,northeuralex,-0.9112,-0.9112,False,False,False,10,10
Kazakh,elevation,døŋ,d ø ŋ,northeuralex,-0.8719,-0.8719,False,False,False,3,3
Kazakh,elevation,ɑdəɾ,ɑ d ə ɾ,northeuralex,-1.0563,-1.0563,False,False,False,4,4
Kazakh,elevation,qəɾɑt,q ə ɾ ɑ t,northeuralex,-0.9866,-0.9866,False,False,False,5,5
Kazakh,mountain,tɑu,t ɑ u,northeuralex,-0.8131,-0.8131,False,False,False,3,3
Kazakh,summit,tøbe,t ø b e,northeuralex,-0.8624,-0.8624,False,False,False,4,4
Kazakh,cave,ʊŋɡəɾ,ʊ ŋ g ə ɾ,northeuralex,-1.1714,-1.1714,False,False,False,5,5
Kazakh,slope,bɑuəɾ,b ɑ uə ɾ,northeuralex,-0.9507,-0.9507,False,False,False,4,4
Kazakh,source,qɑjnɑɾ,q ɑ j n ɑ ɾ,northeuralex,-0.8752,-0.8752,False,False,False,6,6
Kazakh,brook,ʒəlʁɑ,ʒ ə l ʁ ɑ,northeuralex,-1.1618,-1.1618,False,False,False,5,5
Kazakh,river,øzen,ø z e n,northeuralex,-0.761,-0.761,False,False,False,4,4
Kazakh,shore,ʒɪjek,ʒ ɪ j e k,northeuralex,-1.0214,-1.0214,False,False,False,5,5
Kazakh,coast,ʒɪjeɡə,ʒ ɪ j e g ə,northeuralex,-1.1534,-1.1534,False,False,False,6,6
Kazakh,coast,ʒɑʁɑlɑu,ʒ ɑ ʁ ɑ l ɑ u,northeuralex,-1.0312,-1.0312,False,False,False,7,7
Kazakh,land,qʉɾələq,q ʉ ɾ ə l ə q,northeuralex,-0.9902,-0.9902,False,False,False,7,7
Kazakh,sea,teŋəz,t e ŋ ə z,northeuralex,-0.9277,-0.9277,False,False,False,5,5
Kazakh,"cove, bay",ʃəʁɑnɑq,ʃ ə ʁ ɑ n ɑ q,northeuralex,-1.058,-1.058,False,False,False,7,7
Kazakh,island,ɑɾɑl,ɑ ɾ ɑ l,northeuralex,-0.9934,-0.9934,False,False,False,4,4
Kazakh,flower,ɡʊl,g ʊ l,northeuralex,-1.1981,-1.1981,False,False,False,3,3
Kazakh,grass,ot,o t,northeuralex,-1.0627,-1.0627,False,False,False,2,2
Kazakh,trunk,sojɑu,s o j ɑ u,northeuralex,-0.9099,-0.9099,False,False,False,5,5
Kazakh,trunk,oqpɑn,o q p ɑ n,northeuralex,-0.9397,-0.9397,False,False,False,5,5
Kazakh,limb,bʉtɑq,b ʉ t ɑ q,northeuralex,-0.9234,-0.9234,False,False,False,5,5
Kazakh,twig,ʃəbəq,ʃ ə b ə q,northeuralex,-1.0402,-1.0402,False,False,False,5,5
Kazakh,birch,qɑjəŋ,q ɑ j ə ŋ,northeuralex,-0.9521,-0.9521,False,False,False,5,5
Kazakh,pine,qɑɾɑʁɑj,q ɑ ɾ ɑ ʁ ɑ j,northeuralex,-1.0236,-1.0236,False,False,False,7,7
Kazakh,willow,tɑl,t ɑ l,northeuralex,-0.9335,-0.9335,False,False,False,3,3
Kazakh,fir,ʃəɾʃɑ,ʃ ə ɾ ʃ ɑ,northeuralex,-1.1252,-1.1252,False,False,False,5,5
Kazakh,fur,teɾə,t e ɾ ə,northeuralex,-1.0192,-1.0192,False,False,False,4,4
Kazakh,wing,qɑnɑt,q ɑ n ɑ t,northeuralex,-0.8885,-0.8885,False,False,False,5,5
Kazakh,claw,təɾnɑq,t ə ɾ n ɑ q,northeuralex,-0.9223,-0.9223,False,False,False,6,6
Kazakh,paw,ɑjɑq,ɑ j ɑ q,northeuralex,-0.9299,-0.9299,False,False,False,4,4
Kazakh,nest,ʉjɑ,ʉ j ɑ,northeuralex,-0.9983,-0.9983,False,False,False,3,3
Kazakh,lair,ʒɑtɑq,ʒ ɑ t ɑ q,northeuralex,-1.0084,-1.0084,False,False,False,5,5
Kazakh,animal,ɑjuɑn,ɑ j u ɑ n,northeuralex,-0.8061,-0.8061,False,False,False,5,5
Kazakh,animal,ʒɑnuɑɾ,ʒ ɑ n u ɑ ɾ,northeuralex,-0.9024,-0.9024,False,False,False,6,6
Kazakh,flock,pɑdɑ,p ɑ d ɑ,northeuralex,-1.0282,-1.0282,False,False,False,4,4
Kazakh,cow,sɪjəɾ,s ɪ j ə ɾ,northeuralex,-1.0461,-1.0461,False,False,False,5,5
Kazakh,bull,øɡəz,ø g ə z,northeuralex,-1.0252,-1.0252,False,False,False,4,4
Kazakh,horse,ʒəlqə,ʒ ə l q ə,northeuralex,-1.0631,-1.0631,False,False,False,5,5
Kazakh,sheep,qoj,q o j,northeuralex,-0.9177,-0.9177,False,False,False,3,3
Kazakh,pig,ʃoʃqɑ,ʃ o ʃ q ɑ,northeuralex,-1.0858,-1.0858,False,False,False,5,5
Kazakh,cat,məsəq,m ə s ə q,northeuralex,-1.001,-1.001,False,False,False,5,5
Kazakh,bear,ɑjʊw,ɑ j ʊ w,northeuralex,-0.9623,-0.9623,False,False,False,4,4
Kazakh,squirrel,tɪjən,t ɪ j ə n,northeuralex,-0.959,-0.959,False,False,False,5,5
Kazakh,elk,bʉʁə,b ʉ ʁ ə,northeuralex,-1.1409,-1.1409,False,False,False,4,4
Kazakh,fox,tʊlkə,t ʊ l k ə,northeuralex,-1.039,-1.039,False,False,False,5,5
Kazakh,hare,qojɑn,q o j ɑ n,northeuralex,-0.8932,-0.8932,False,False,False,5,5
Kazakh,mouse,qɑpteseɾ,q ɑ p t e s e ɾ,northeuralex,-0.9531,-0.9531,False,False,False,8,8
Kazakh,wolf,bøɾə,b ø ɾ ə,northeuralex,-0.9448,-0.9448,False,False,False,4,4
Kazakh,wolf,qɑsqəɾ,q ɑ s q ə ɾ,northeuralex,-0.9648,-0.9648,False,False,False,6,6
Kazakh,swarm,top,t o p,northeuralex,-1.035,-1.035,False,False,False,3,3
Kazakh,swarm,ʊjəɾ,ʊ j ə ɾ,northeuralex,-1.0835,-1.0835,False,False,False,4,4
Kazakh,chicken,tɑuəq,t ɑ uə q,northeuralex,-0.935,-0.935,False,False,False,4,4
Kazakh,chicken,mekɪjen,m e k ɪ j e n,northeuralex,-0.8925,-0.8925,False,False,False,7,7
Kazakh,cock,æteʃ,æ t e ʃ,northeuralex,-1.0502,-1.0502,False,False,False,4,4
Kazakh,cock,qoɾɑz,q o ɾ ɑ z,northeuralex,-0.9321,-0.9321,False,False,False,5,5
Kazakh,goose,qɑz,q ɑ z,northeuralex,-0.8245,-0.8245,False,False,False,3,3
Kazakh,eagle,bʊɾkət,b ʊ ɾ k ə t,northeuralex,-1.0093,-1.0093,False,False,False,6,6
Kazakh,duck,ʊjɾek,ʊ j ɾ e k,northeuralex,-0.9831,-0.9831,False,False,False,5,5
Kazakh,owl,ʒɑpɑlɑq,ʒ ɑ p ɑ l ɑ q,northeuralex,-1.012,-1.012,False,False,False,7,7
Kazakh,crane,təɾnɑ,t ə ɾ n ɑ,northeuralex,-0.9569,-0.9569,False,False,False,5,5
Kazakh,crow,qɑɾʁɑ,q ɑ ɾ ʁ ɑ,northeuralex,-1.0614,-1.0614,False,False,False,5,5
Kazakh,cuckoo,køkek,k ø k e k,northeuralex,-0.8758,-0.8758,False,False,False,5,5
Kazakh,swan,ɑqːu,ɑ qː u,northeuralex,-0.5235,-0.5235,False,False,False,3,3
Kazakh,perch,ɑlɑbʉʁɑ,ɑ l ɑ b ʉ ʁ ɑ,northeuralex,-1.0637,-1.0637,False,False,False,7,7
Kazakh,pike,ʃoɾtɑn,ʃ o ɾ t ɑ n,northeuralex,-0.9874,-0.9874,False,False,False,6,6
Kazakh,snake,ʒəlɑn,ʒ ə l ɑ n,northeuralex,-1.0012,-1.0012,False,False,False,5,5
Kazakh,worm,ʃʉbɑlʃɑŋ,ʃ ʉ b ɑ l ʃ ɑ ŋ,northeuralex,-1.0152,-1.0152,False,False,False,8,8
Kazakh,spider,øɾmekʃə,ø ɾ m e k ʃ ə,northeuralex,-0.9676,-0.9676,False,False,False,7,7
Kazakh,ant,qʊməɾskɑ,q ʊ m ə ɾ s k ɑ,northeuralex,-1.001,-1.001,False,False,False,8,8
Kazakh,gnat,mɑsɑ,m ɑ s ɑ,northeuralex,-0.9834,-0.9834,False,False,False,4,4
Kazakh,fly,ʃəbən,ʃ ə b ə n,northeuralex,-1.0106,-1.0106,False,False,False,5,5
Kazakh,butterfly,købelek,k ø b e l e k,northeuralex,-0.8721,-0.8721,False,False,False,7,7
Kazakh,berry,ʒɪjdek,ʒ ɪ j d e k,northeuralex,-1.0029,-1.0029,False,False,False,6,6
Kazakh,apple,ɑlmɑ,ɑ l m ɑ,northeuralex,-0.9445,-0.9445,False,False,False,4,4
Kazakh,mushroom,qozəqʉjɾəq,q o z ə q ʉ j ɾ ə q,northeuralex,-0.9477,-0.9477,False,False,False,10,10
